| STT                           | Ngành                                                                          | Mã xét tuyển                  | Phương thức 1 (Học sinh giỏi Quốc gia, Tỉnh/thành phố và Hệ chuyên)   | Phương thức 1 (Học sinh giỏi Quốc gia, Tỉnh/thành phố và Hệ chuyên)   | Phương thức 1 (Học sinh giỏi Quốc gia, Tỉnh/thành phố và Hệ chuyên)   | Phương thức 2 (chứng chỉ NNQT+ Kết quả học tập THPT/SAT/ ACT/A level)   | Phương thức 2 (chứng chỉ NNQT+ Kết quả học tập THPT/SAT/ ACT/A level)   | Phương thức 2 (chứng chỉ NNQT+ Kết quả học tập THPT/SAT/ ACT/A level)   | Phương thức 3 (chứng chỉ NNQT  và kết quả thi tốt nghiệp THPT 2023)   | Phương thức 5 (Kết quả kỳ thi đánh giá năng lực ĐHQG)   |
|-------------------------------|--------------------------------------------------------------------------------|-------------------------------|-----------------------------------------------------------------------|-----------------------------------------------------------------------|-----------------------------------------------------------------------|-------------------------------------------------------------------------|-------------------------------------------------------------------------|-------------------------------------------------------------------------|-----------------------------------------------------------------------|---------------------------------------------------------|
| STT                           | Ngành                                                                          | Mã xét tuyển                  | Học sinh giỏi Quốc gia                                                | Học sinh giỏi Tỉnh/ Thành phố                                         | Hệ chuyên                                                             | Hệ chuyên                                                               | Hệ không chuyên                                                         | Chứng chỉ SAT, ACT, A-Level                                             | Phương thức 3 (chứng chỉ NNQT  và kết quả thi tốt nghiệp THPT 2023)   | Phương thức 5 (Kết quả kỳ thi đánh giá năng lực ĐHQG)   |
| STT                           | Ngành                                                                          | Mã xét tuyển                  | Học sinh giỏi Quốc gia                                                | Ngưỡng điểm trúng tuyển quy về thang 30                               | Hệ chuyên                                                             | Hệ chuyên                                                               | Hệ không chuyên                                                         | Chứng chỉ SAT, ACT, A-Level                                             | Phương thức 3 (chứng chỉ NNQT  và kết quả thi tốt nghiệp THPT 2023)   | Phương thức 5 (Kết quả kỳ thi đánh giá năng lực ĐHQG)   |
| A. TRỤ SỞ CHÍNH HÀ NỘI        | A. TRỤ SỞ CHÍNH HÀ NỘI                                                         | A. TRỤ SỞ CHÍNH HÀ NỘI        | A. TRỤ SỞ CHÍNH HÀ NỘI                                                | A. TRỤ SỞ CHÍNH HÀ NỘI                                                | A. TRỤ SỞ CHÍNH HÀ NỘI                                                | A. TRỤ SỞ CHÍNH HÀ NỘI                                                  | A. TRỤ SỞ CHÍNH HÀ NỘI                                                  | A. TRỤ SỞ CHÍNH HÀ NỘI                                                  | A. TRỤ SỞ CHÍNH HÀ NỘI                                                | A. TRỤ SỞ CHÍNH HÀ NỘI                                  |
| 7.4                           | Chương trình tiêu chuẩn Ngân hàng                                              | TC5-1                         | 26.5                                                                  | 28                                                                    | 28                                                                    |                                                                         |                                                                         |                                                                         |                                                                       | 27.8                                                    |
| 7.5                           | Chương trình tiêu chuẩn Phân tích và đầu tư tài chính                          | TC5-2                         | 26.5                                                                  | 28                                                                    | 28                                                                    |                                                                         |                                                                         |                                                                         |                                                                       | 27.8                                                    |
| 8                             | Ngành Kế toán                                                                  |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 8.1                           | Chương trình ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA                   | CLC7                          | 27.5                                                                  | 28.5                                                                  | 28.2                                                                  | 27.5                                                                    | 28                                                                      | 28                                                                      | 26                                                                    |                                                         |
| 8.2                           | Chương trình tiêu chuẩn Kế toán - Kiểm toán                                    | TC6                           | 26.5                                                                  | 28.2                                                                  | 28.2                                                                  |                                                                         |                                                                         |                                                                         |                                                                       | 28                                                      |
| 9                             | Ngành Ngôn ngữ Anh                                                             |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 9.1                           | Chương trình CLC Tiếng Anh Thương mại                                          | NN4                           |                                                                       |                                                                       |                                                                       | 26.5                                                                    | 27.5                                                                    | 27                                                                      | 26                                                                    |                                                         |
| 9.2                           | Chương trình tiêu chuẩn Tiếng Anh Thương mại                                   | TC8                           | 26                                                                    | 26.7                                                                  | 27                                                                    |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 10                            | Ngành Ngôn ngữ Pháp                                                            |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 10.1                          | Chương trình CLC Tiếng Pháp thương mại                                         | NN1                           |                                                                       |                                                                       |                                                                       | 25.5                                                                    | 26                                                                      | 27                                                                      | 25.9                                                                  |                                                         |
| 10.2                          | Chương trình tiêu chuẩn Tiếng Pháp thương mại                                  | TC9                           | 26                                                                    | 25.8                                                                  | 27                                                                    |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 11                            | Ngành Ngôn ngữ Trung Quốc                                                      |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 11.1                          | Chương trình CLC Tiếng Trung thương mại                                        | NN2                           |                                                                       |                                                                       |                                                                       | 26                                                                      | 26.5                                                                    | 27                                                                      | 27                                                                    |                                                         |
| 11.2                          | Chương trình tiêu chuẩn Tiếng Trung Thương mại                                 | TC10                          | 26                                                                    | 26.7                                                                  | 27                                                                    |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 12                            | Ngành Ngôn ngữ Nhật                                                            |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 12.1                          | Chương trình CLC Tiếng Nhật thương mại                                         | NN3                           |                                                                       |                                                                       |                                                                       | 25.5                                                                    | 26                                                                      | 27                                                                      | 25.6                                                                  |                                                         |
| 12.2                          | Chương trình tiêu chuẩn Tiếng Nhật thương mại                                  | TC11                          | 26                                                                    | 26.3                                                                  | 27                                                                    |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 13                            | Ngành Kinh tế chính trị                                                        |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 13.1                          | Chương trình ĐHPTQT Kinh tế chính trị quốc tế                                  | CLC18                         | 26                                                                    | 27.9                                                                  | 27.8                                                                  | 26.8                                                                    | 27.8                                                                    | 27.5                                                                    | 26                                                                    |                                                         |
| B. CƠ SỞ II - TP. HỒ CHÍ MINH | B. CƠ SỞ II - TP. HỒ CHÍ MINH                                                  | B. CƠ SỞ II - TP. HỒ CHÍ MINH | B. CƠ SỞ II - TP. HỒ CHÍ MINH                                         | B. CƠ SỞ II - TP. HỒ CHÍ MINH                                         | B. CƠ SỞ II - TP. HỒ CHÍ MINH                                         | B. CƠ SỞ II - TP. HỒ CHÍ MINH                                           | B. CƠ SỞ II - TP. HỒ CHÍ MINH                                           | B. CƠ SỞ II - TP. HỒ CHÍ MINH                                           | B. CƠ SỞ II - TP. HỒ CHÍ MINH                                         | B. CƠ SỞ II - TP. HỒ CHÍ MINH                           |
| 1                             | Ngành Kinh tế                                                                  |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 1.1                           | Chương trình CLC Kinh tế đối ngoại                                             | CLC8                          |                                                                       |                                                                       |                                                                       | 27.5                                                                    | 28                                                                      | 28                                                                      | 27                                                                    |                                                         |
| 1.2                           | Chương trình tiêu chuẩn Kinh tế đối ngoại                                      | TC12                          | 27                                                                    | 28                                                                    | 28.2                                                                  |                                                                         |                                                                         |                                                                         |                                                                       | 28.1                                                    |
| 2                             | Ngành Quản trị kinh doanh                                                      |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 2.1                           | Chương trình CLC Quản trị kinh doanh quốc tế                                   | CLC10                         |                                                                       |                                                                       |                                                                       | 27.2                                                                    | 27.7                                                                    | 27.5                                                                    | 26.1                                                                  |                                                         |
| 2.2                           | Chương trình tiêu chuẩn Quản trị kinh doanh quốc tế                            | TC13                          | 26                                                                    | 28.2                                                                  | 28.1                                                                  |                                                                         |                                                                         |                                                                         |                                                                       | 28                                                      |
| 3                             | Ngành Tài chính-Ngân hàng                                                      |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 3.1                           | Chương trình CLC Ngân hàng và Tài chính quốc tế                                | CLC11                         |                                                                       |                                                                       |                                                                       | 27.2                                                                    | 27.7                                                                    | 27.5                                                                    | 26.1                                                                  |                                                         |
| 3.2                           | Chương trình tiêu chuẩn Tài chính quốc tế                                      | TC14                          | 28.5                                                                  | 28.3                                                                  | 28.3                                                                  |                                                                         |                                                                         |                                                                         |                                                                       | 28                                                      |
| 4                             | Ngành Kế toán                                                                  |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 4.1                           | Chương trình tiêu chuẩn Kế toán -Kiểm toán                                     | TC15                          | 26                                                                    | 27.9                                                                  | 28                                                                    |                                                                         |                                                                         |                                                                         |                                                                       | 28                                                      |
| 5                             | Ngành Kinh doanh quốc tế                                                       |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 5.1                           | Chương trình ĐHNNQT Logistics và Quản lý chuỗi cung ứng                        | CLC9                          | 29.5                                                                  | 29.1                                                                  | 29.2                                                                  | 28.4                                                                    | 28.7                                                                    | 29                                                                      | 26.3                                                                  |                                                         |
| 6                             | Ngành Marketing                                                                |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 6.1                           | Chương trình ĐHNNQT Truyền thông Marketing tích hợp                            | CLC17                         | 28.5                                                                  | 28.6                                                                  | 28.6                                                                  | 27.8                                                                    | 28.4                                                                    | 28                                                                      | 26.1                                                                  |                                                         |
| C. CƠ SỞ QUẢNG NINH           | C. CƠ SỞ QUẢNG NINH                                                            | C. CƠ SỞ QUẢNG NINH           | C. CƠ SỞ QUẢNG NINH                                                   | C. CƠ SỞ QUẢNG NINH                                                   | C. CƠ SỞ QUẢNG NINH                                                   | C. CƠ SỞ QUẢNG NINH                                                     | C. CƠ SỞ QUẢNG NINH                                                     | C. CƠ SỞ QUẢNG NINH                                                     | C. CƠ SỞ QUẢNG NINH                                                   | C. CƠ SỞ QUẢNG NINH                                     |
| 1                             | Ngành Kinh doanh quốc tế                                                       |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 1.1                           | Chương trình tiêu chuẩn Kinh doanh quốc tế                                     | TC16                          | 28.6                                                                  | 28.4                                                                  | 28.3                                                                  |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 2                             | Ngành Kế toán                                                                  |                               |                                                                       |                                                                       |                                                                       |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |
| 2.1                           | Chương trình tiêu chuẩn Kế toán - Kiểm toán                                    | TC17                          | 26.5                                                                  | 28.2                                                                  | 28.2                                                                  |                                                                         |                                                                         |                                                                         |                                                                       |                                                         |

